,Unnamed: 0,위      치,아파트명,동수,층수,세대수,인구수,사  업 주체별,관리별,건축 연도,관리실 전  화,lat,lng,location
700,700,현충로127,서동해피플러스,1,13,28,94,민간,임의,2007,　,35.844224600000004,128.5797465,대구광역시 남구 대명동
701,701,현충로133,아크로 파트,1,13,33,31,민간,임의,2003,　,35.8448015,128.579733,대구광역시 남구 대명동
702,702,현충로190,경일,1,7,48,159,민간,임의,1977,627-3604,35.8496846,128.5812708,대구광역시 남구 대명동
703,703,현충로202,다채움,1,10,16,56,민간,임의,2016,　,35.85055620000001,128.5816348,대구광역시 남구 대명동
704,704,현충로245,더테라스,1,10,25,88,민간,임의,2017,　,35.85438389999999,128.5827975,대구광역시 남구 대명동
705,705,현충로23길88,사랑채 아파트,1,7,13,45,민간,임의,2007,　,35.8430703,128.57499579999998,대구광역시 남구 대명동
706,706,현충로25길55,유성,1,5,31,110,민간,임의,1981,627-1558,35.8442899,128.57666840000002,대구광역시 남구 대명동
707,707,봉덕로135,강변효성백년가약,5,22,337,1023,민간,위탁,2012,471-2552,35.844966,128.5973705,대구광역시 남구 대명동
708,708,봉덕로1길145,한일빌라,1,6,20,76,민간,임의,1989,629-0990,35.8510064,128.5926116,대구광역시 남구 봉덕동
709,709,봉덕로6길10-16,하나로  프린스빌,1,8,13,53,민간,임의,2002,　,35.844801700000005,128.5920816,대구광역시 남구 대명동
710,710,봉덕로6길16,대성,2,5,30,126,민간,임의,1980,471-6111,35.8444602,128.5924145,대구광역시 남구 봉덕동
711,711,봉덕로6길31,위너스 타운,1,5,10,40,민간 ,임의,2001,　,35.843712,128.5924444,대구광역시 남구 봉덕동
712,712,봉덕로11길14-4,봉덕 비젼파크,1,8,19,53,민간,임의,2004,　,35.8455285,128.596193,대구광역시 남구 봉덕동
713,713,봉덕로21길53-16,봉덕한라하우젠트퍼스트,4,20,186,735,민간,위탁,2018,477-6601,35.8469497,128.5996875,대구광역시 남구 봉덕동
714,714,봉덕초등길3,그랜드 타운,1,10,18,48,민간,임의,2004,　,35.838300399999994,128.5984623,대구광역시 남구 봉덕동
715,715,삼정2길99,앞산보성,8,5,360,1190,민간,자치,1984,473-2203,35.8355541,128.595908,대구광역시 남구 봉덕동
716,716,삼정4길93-5,리치빌,1,5,18,32,민간,임의,2004,　,35.835914700000004,128.5948149,대구광역시 남구 봉덕동
717,717,성당로64,흥아,1,5,20,192,민간,임의,1980,627-6009,35.8426522,128.5620013,대구광역시 남구 봉덕동
718,718,성당로138,골든뷰 파크,1,10,24,84,민간,임의,2016,　,35.8472677,128.56779709999998,대구광역시 남구 대명동
719,719,성당로142,대명동이파크주상복합,1,16,52,36,민간,임의,2005,　,35.8475014,128.5683146,대구광역시 남구 대명동
720,720,성당로240,현대 까멜리아,1,14,36,120,민간,임의,2003,　,35.854170700000005,128.5742954,대구광역시 남구 대명동
721,721,성당로28길17,성명상가,1,4,42,221,민간,임의,1977,626-2890,35.8469754,128.5688168,대구광역시 남구 대명동
722,722,신촌길94,앞산서한이다음,2,20,128,488,민간,위탁,2018,268-2700,35.8385097,128.60207830000002,대구광역시 남구 대명동
723,723,안지랑로73,앞산리슈빌앤리마크1단지,9,7,299,895,민간,자치,2018,070-4245-6001,35.8380567,128.5757544,대구광역시 남구 봉덕동
724,724,안지랑로74,앞산리슈빌앤리마크2단지,4,7,110,325,민간,자치,2018,070-4245-6001,35.8380349,128.5717095,대구광역시 남구 대명동
725,725,앞산순환로337,삼성공원,1,5,40,152,민간,임의,1983,622-8980,35.8302266,128.5637376,대구광역시 남구 대명동
726,726,앞산순환로655,대덕2차,6,15,550,1890,민간,자치,1991,472-3153,35.833991299999994,128.59516029999997,대구광역시 남구 대명동
727,727,앞산순환로659,대덕1차,6,15,528,1875,민간,자치,1990,471-1174,35.8337281,128.597351,대구광역시 남구 봉덕동
728,728,앞산순환로675,미리내,6,10,408,1367,민간,자치,1983,471-1900,35.8339375,128.5994611,대구광역시 남구 봉덕동
729,729,앞산순환로721,효성 하이츠,1,6,14,56,민간,임의,1994,475-4932,35.834589,128.60309650000002,대구광역시 남구 봉덕동
730,730,양지남길28,강남골든하이츠,1,8,14,56,민간,임의,2002,　,35.8504328,128.5750733,대구광역시 남구 봉덕동
731,731,현충로25길71,정우맨션,7,12,441,1525,민간,위탁,1980,629-9683,35.8442232,128.5757159,대구광역시 남구 대명동
732,732,현충로26길64,새한,4,5,90,311,민간,임의,1979,622-9202,35.843795799999995,128.5836112,대구광역시 남구 대명동
733,733,현충로26길67,세광그린타운,1,20,114,364,민간,임의,1997,651-0294,35.844303700000005,128.5837024,대구광역시 남구 대명동
734,734,현충로27길20,호창 프레시앙,1,9,16,64,민간,임의,2015,　,35.8452244,128.5789523,대구광역시 남구 대명동
735,735,현충로29길29,로얄 하이츠,1,5,20,82,민간,임의,1982,622-5847,35.8456805,128.5787486,대구광역시 남구 대명동
736,736,현충로31길48,동아,1,5,30,120,민간,임의,1980,627-7262,35.8470871,128.57733290000002,대구광역시 남구 대명동
737,737,현충서길29,동아대덕,1,15,210,781,민간,자치,1992,628-1759,35.84518449999999,128.5776922,대구광역시 남구 대명동
738,738,효동길54,반도,3,5,135,514,민간,임의,1981,475-4073,35.8380218,128.5995538,대구광역시 남구 대명동
739,739,효성2길7,태성맨션,2,15,198,693,민간,자치,1995,473-9913,35.8366018,128.60010590000002,대구광역시 남구 봉덕동
740,740,효성중앙길2,해피 그린타운,1,5,27,106,민간,임의,1989,473-7214,35.8352097,128.6006506, 
741,741,효성중앙길37,효성타운,16,15,1162,4215,민간,자치,1988,474-8002,35.8373137,128.60256370000002,대구광역시 남구 봉덕동
742,742,효성중앙길81,삼성래미안웰리스트,7,28,471,954,민간,위탁,2010,471-1091,35.8370519,128.604625,대구광역시 남구 봉덕동
743,743,효성중앙길166,앞산힐스테이트,4,22,425,992,민간,위탁,2008,474-1040,35.8358992,128.6026446,대구광역시 남구 봉덕동
744,744,희망로57,이천주공 2단지,4,20,320,1065,LH,위탁,2002,474-2010,35.8481189,128.6050378, 
745,745,희망로5길12,희망교대성유니드,6,23,635,2540,민간,위탁,2006,474-9541,35.848538,128.6018128,대구광역시 남구 이천동
746,746, 검단로 28,복현건영,4,20,386,1544,민영,자치,1998,383-0084,35.8997646,128.6164917,대구광역시 남구 이천동
747,747, 검단로34,복현 청구타운,6,19,438,1454,민영,자치,1996,381-2327,35.9006787,128.6168111,대구광역시 북구 복현동
748,748, 검단로50,복현 서한타운,6,20,454,1689,민영,자치,1996,381-9980,35.9025217,128.617201,대구광역시 북구 복현동
749,749, 검단로 64,복현 보성타운,3,20,419,1381,민영,자치,1996,381-8515,35.903374799999995,128.6172774,대구광역시 북구 복현동
750,750, 검단로 115,유성청구,6,15,1493,6123,민영,위탁,1992,383-5400,35.9077776,128.6199173,대구광역시 북구 복현동
751,751, 검단로116-10,영도파라다이스,1,5,49,147,민영,임의,2000,　,35.906180600000006,128.6204245,대구광역시 북구 검단동
752,752, 검단로 255,민들레 아파트,3,15,702,2658,민영,위탁,1991,382-0340,35.915797,128.6288427,대구광역시 북구 복현동
753,753, 경대로5길 25,대현신화맨션,1,20,173,721,민영,자치,1994,956-7840,35.8844596,128.6111631,대구광역시 북구 복현동
754,754, 경대로7길 60,성지 무궁화,1,10,67,232,민영,임의,1992,943-5931,35.8861481,128.6079098,대구광역시 북구 복현동
755,755, 경대로27길 7,선진아파트 102동,1,6,10,9,민영,임의,2003,　,35.8920293,128.6200482,대구광역시 북구 대현동
756,756, 경대로27길17,미 광 (A동),1,5,40,137,민영,임의,1981,　,35.8928049,128.61889779999998,대구광역시 북구 대현동
757,757, 경대로27길17,미 광 (B동),1,5,51,365,민영,임의,1981,956-3721,35.8928049,128.61889779999998,대구광역시 북구 복현동
758,758, 경대로27길20,복현 센스빌,1,8,19,44,민영,임의,2001,　,35.8929713,128.6193167,대구광역시 북구 복현동
759,759, 경대로27길40,복현동  아이파크,1,7,12,11,민영,임의,2003,　,35.894163899999995,128.6177165,대구광역시 북구 복현동
760,760, 경진로 22,마이 하우스,1,6,19,74,민영,임의,2000,　,35.8948076,128.61487250000002,대구광역시 북구 복현동
761,761, 경진로27,대웅아파트 103동,1,10,18,49,민영,임의,2002,　,35.89451469999999,128.6157509,대구광역시 북구 복현동
762,762, 경진로29,대웅아파트 102동,1,10,18,72,민영,임의,2002,　,35.8943767,128.6159381,대구광역시 북구 복현동
763,763, 경진로31,대웅아파트 101동,1,10,18,62,민영,임의,2002,958-1907,35.8942387,128.6161243,대구광역시 북구 복현동
764,764, 경진로51,리치파크,1,10,19,75,민영,임의,2015,　,35.8930158,128.6175049,대구광역시 북구 복현동
765,765, 경진로67,복현미래아파트,1,10,18,19,민영,임의,2003,　,35.892077,128.6188335,대구광역시 북구 복현동
766,766, 경진로75-13,선진아파트 101동,1,11,19,52,민영,임의,2003,　,35.8919251,128.6198015,대구광역시 북구 복현동
767,767, 경진로 79,은 하,2,5,60,290,민영,임의,1980,959-7842,35.8913777,128.61986480000002,대구광역시 북구 복현동
768,768, 경진로1길77,하이 클래스,1,10,18,71,민영,임의,2014,　,35.892818299999995,128.6201496,대구광역시 북구 복현동
769,769, 경진로남1길 20,동양,1,9,16,56,민영,임의,2002,　,35.8947439,128.61568290000002,대구광역시 북구 복현동
770,770, 경진로남1길 33,럭 키,2,5,70,287,민영,임의,1983,959-3160,35.89385499999999,128.61747820000002,대구광역시 북구 복현동
771,771, 고성로34길 53,세정 드림빌,1,7,12,39,민영,임의,2003,357-5877,35.880004,128.5862932,대구광역시 북구 복현동
772,772, 고성북로 3,고 성,3,15,453,1523,도시 공사,위탁,1993,357-0101,35.8804508,128.5818909,대구광역시 북구 고성동2가
773,773, 고성북로 28-25,보 우,1,5,55,223,민영,임의,1981,353-8505,35.8822671,128.5848336,대구광역시 북구 고성동2가
774,774, 고성북로 36,신 흥,2,5,50,210,민영,임의,1980,353-0259,35.882842100000005,128.58410020000002, 
775,775, 고성북로 43-25,우 일,1,5,50,159,민영,임의,1981,351-7928,35.883712100000004,128.5825748, 
776,776, 공평로 135,대성 아파트,3,5,49,124,민영,임의,1979,　,35.8761622,128.6009707,대구광역시 북구 고성동3가
777,777, 공평로 183-1,새동네,3,5,110,513,민영,임의,1982,427-2684,35.880705400000004,128.6003017,대구광역시 북구 칠성동2가
778,778, 공항로31,복현동  장미,2,5,135,489,민영,임의,1981,381-6497,35.8986563,128.6185379,대구광역시 북구 칠성동2가
779,779, 공항로84,복현우방타운,4,13,294,1176,민영,위탁,1997,952-3568,35.8993046,128.6242413,대구광역시 북구 복현동
780,780, 공항로5길6,한 라,4,5,140,521,민영,임의,1979,382-4648,35.8991917,128.61835929999998,대구광역시 북구 복현동
781,781, 공항로15길8,복현2차 서한타운,9,14,553,2212,민영,자치,1998,381-5773,35.9007073,128.6238447,대구광역시 북구 복현동
782,782, 관음동로110,연합송암타운,3,4,54,160,민영,임의,1992,　,35.942820399999995,128.54783740000002,대구광역시 북구 복현동
783,783, 관음동로 128,청암타운,7,4,172,515,민영,임의,1992,323-3046,35.944326399999994,128.5480595,대구광역시 북구 읍내동
784,784, 관음로18,태전대백맨션,3,18,270,1099,민영,자치,1995,324-4193,35.931590500000006,128.5399858,대구광역시 북구 읍내동
785,785, 관음로 24,칠곡대백맨션,5,20,430,1221,민영,자치,1993,322-6206,35.93229229999999,128.5412617,대구광역시 북구 태전동
786,786, 관음로 50,한신,5,13,336,1289,민영,자치,1992,323-5871,35.934750799999996,128.5419368,대구광역시 북구 태전동
787,787, 관음로295,학정역효성해링턴플레이스,5,25,467,1401,민영,위탁,2018,311-5561,35.9415586,128.5419881,대구광역시 북구 태전동
788,788, 관음중앙로 6,칠곡서한맨션,2,15,300,1118,민영,자치,1992,324-2372,35.93451100000001,128.5451169,대구광역시 북구 읍내동
789,789, 관음중앙로 37,성창,5,5,200,758,민영,임의,1987,311-9260,35.9371166,128.5437439,대구광역시 북구 관음동
790,790, 구리로26,칠곡우방하이츠,3,20,404,1616,민영,자치,1999,322-6442,35.945780299999996,128.557439,대구광역시 북구 관음동
791,791, 구리로 183-28,두산 아파트,6,5,280,336,민영,임의,1995,320-6841,35.949212200000005,128.57243400000002,대구광역시 북구 동천동
792,792, 내곡로49,이편한세상대구금호,7,34,602,1957,민영,위탁,2017,313-9002,35.86831340000001,128.7109528,대구광역시 북구 학정동
793,793, 내곡로69,대구금호LH천년나무5단지,8,20,1252,　,LH,위탁,2016,311-0097,35.90937,128.7493263,대구광역시 북구 사수동
794,794, 내곡로70,서희스타힐스(대구금호스타힐스  6단지),8,25,904,2720,민영,위탁,2018,311-3939,35.9002554,128.5105407,대구광역시 북구 사수동
795,795, 내곡로89,대구금호 엘에이치 3단지,8,25,1088,3012,LH,위탁,2015,　,35.90937,128.7493263,대구광역시 북구 사수동
796,796, 노원로10길40,노원LH천년나무 ,12,29,1580,　,LH,위탁,2017,355-6601,35.8915116,128.57195520000002,대구광역시 북구 사수동
797,797, 노원로10길 71,광 영,3,5,43,331,민영,임의,1980,355-6784,35.891708200000004,128.5713774,대구광역시 북구 노원동3가
798,798, 노원로10길 99,성경로얄 센트로,1,11,20,56,민영,임의,2002,352-3331,35.8913139,128.5727912,대구광역시 북구 노원동2가
799,799, 노원로10길 105,성경로얄 센트로,1,11,40,152,민영,임의,2001,352-3331,35.8912225,128.5732447,대구광역시 북구 노원동2가
800,800, 대구체육관로12,산격청구 맨션,1,17,79,278,민영,임의,1996,951-3753,35.890758700000006,128.60173,대구광역시 북구 노원동2가
801,801, 대구체육관로4길 2,산격2차  청구맨션,2,20,187,724,민영,위탁,1999,956-6005,35.89058370000001,128.6022969,대구광역시 북구 노원동2가
802,802, 대불로5길16,산격동  수정,4,5,149,598,민영,임의,1982,953-0802,35.902426399999996,128.6122118,대구광역시 북구 노원동2가
803,803, 대불로5길 21,산격 에덴2차,2,5,95,371,민영,임의,1986,956-6005,35.901478999999995,128.6122344,대구광역시 북구 산격동
804,804, 대불로5길 22,산격 에덴1차,4,5,160,1678,민영,임의,1985,382-9080,35.9022315,128.6113695,대구광역시 북구 산격동
805,805, 대천로 100,화성센트럴파크,8,15,1440,3522,민영,위탁,2003,311-0450,35.9351608,128.56060060000001,대구광역시 북구 산격동
806,806, 대천로 101,칠곡3차화성타운,8,17,1143,4464,민영,위탁,1999,325-5693,35.93781679999999,128.56120009999998,대구광역시 북구 동천동
807,807, 대천로 132,부영5,8,19,746,2341,LH,위탁,2003,326-3285,35.9354649,128.56340659999998,대구광역시 북구 동천동
808,808, 대천로7길 26,현대,3,15,256,1009,민영,자치,1993,322-8195,35.93993029999999,128.5540463,대구광역시 북구 구암동
809,809, 대천로7길40,칠곡 산호한양,3,15,768,1851,민영,자치,1993,323-1779,35.9411571,128.5553871,대구광역시 북구 읍내동
810,810, 대천로9길15,삼진목화,1,14,198,791,민영,위탁,1981,323-0576,35.9388366,128.55471699999998,대구광역시 북구 읍내동
811,811, 대현남로 25,대현휴먼시아2단지,8,25,751,901,LH,사업 주체,2010,942-8712,35.881628899999995,128.6052294,대구광역시 북구 읍내동
812,812, 대현남로28,대현뜨란채,9,20,736,2143,민영,위탁,2006,959-8482,35.880157399999995,128.6062205,대구광역시 북구 대현동
813,813, 대현남로6길20,대현LH 3단지,9,25,1106,　,LH,위탁,2016,943-5900,35.88089009999999,128.6092145,대구광역시 북구 대현동
814,814, 대현남로10길 15,우정아트빌,1,5,16,17,민영,임의,2003,　,35.882160999999996,128.60890049999998,대구광역시 북구 대현동
815,815, 대현로 64,대일 아파트,1,4,19,22,민영,임의,1979,　,35.8835838,128.60630749999999,대구광역시 북구 대현동
816,816, 대현로 106,늘푸른 주상복합,1,11,60,62,민영,임의,2003,　,35.882008899999995,128.6106337,대구광역시 북구 대현동
817,817, 대현로10길 82,e-편한 세상,8,20,527,685,민영,위탁,2008,939-0548,35.8813908,128.6036461,대구광역시 북구 대현동
818,818, 대현로17길 7,79대현 시영,2,4,32,396,도시 공사,임의,1979,957-3864,35.8833867,128.60892420000002,대구광역시 북구 대현동
819,819, 대현로21길 20,대산조합,1,6,60,223,민영,임의,1992,943-1062,35.8840278,128.6113635,대구광역시 북구 대현동
820,820, 동변로 24,유니버시아드 선수촌,14,15,1160,1675,도시 공사,위탁,2003,945-0682,35.915437700000005,128.6024132,대구광역시 북구 대현동
821,821, 동변로 50,유니버시아드  선수촌,10,15,775,743,도시 공사,자치,2003,945-0697,35.9173994,128.6048458,대구광역시 북구 동변동
822,822, 동변로 55,대구동서변그린빌,6,15,1297,3570,LH,위탁,2002,952-0266,35.9179295,128.6024798,대구광역시 북구 동변동
823,823, 동북로131,산격 양우내안애 아파트,3,20,355,1240,민영,위탁,2009,384-1505,35.9016345,128.6080747,대구광역시 북구 동변동
824,824, 동북로163,산격대우,11,20,1703,6808,민영,위탁,1999,384-1512,35.900436299999996,128.61115959999998,대구광역시 북구 산격동
825,825, 동북로345,복현 푸르지오,17,15,1199,3463,민영,위탁,2013,951-3344,35.89906679999999,128.60769150000002,대구광역시 북구 산격동
826,826, 동북로37길14-19,산격동  럭키,2,5,105,389,민영,임의,1985,959-6782,35.8995606,128.61462350000002,대구광역시 북구 산격동
827,827, 동북로37길58-16,산격에덴 4차,3,5,130,498,민영,임의,1987,953-2313,35.903032700000004,128.61227179999997,대구광역시 북구 산격동
828,828, 동북로37길58-17,산격에덴 3차,8,5,240,925,민영,임의,1986,382-6005,35.9031672,128.6111795,대구광역시 북구 산격동
829,829, 동북로37길 13-10,산격동  보성,5,5,260,981,민영,임의,1981,942-4616,35.900332399999996,128.6131506,대구광역시 북구 산격동
830,830, 동북로49길10,복현시영,10,5,610,2465,도시 공사,자치,1982,952-9672,35.8953392,128.6196354,대구광역시 북구 산격동
831,831, 동북로50길 10,복현동  동진,3,5,108,485,민영,임의,1980,952-4074,35.895073,128.61672109999998, 
832,832, 동북로50길 11,협진,1,5,46,197,민영,임의,1979,958-8562,35.8942573,128.61708259999997, 
833,833, 동북로50길14,"협진 (A,B,C,D)",4,5,135,455,민영,임의,1981,959-6576,35.8947558,128.6163642,대구광역시 북구 복현동
834,834, 동북로50길17,"협진 (가,나동)",2,5,61,246,민영,임의,1980,952-1291,35.893861,128.6166619,대구광역시 북구 복현동
835,835, 동북로61길 15,복현럭키,2,5,80,299,민영,임의,1983,943-6445,35.893439799999996,128.6245763,대구광역시 북구 복현동
836,836, 동북로65길 13,복현광명,11,5,530,2896,민영,자치,1980,952-8306,35.8930789,128.6258617,대구광역시 북구 복현동
837,837, 동암로7길 39,칠곡한서타운,5,15,593,2258,민영,자치,1995,322-3311,35.949359799999996,128.5557992,대구광역시 북구 복현동
838,838, 동천로 6,칠곡화성타운 ,4,17,481,1891,민영,자치,1995,323-7804,35.932118100000004,128.5590265,대구광역시 북구 복현동
839,839, 동천로97,영남네오빌아트,7,20,813,2457,민영,자치,2004,326-2223,35.940925299999996,128.5592946,대구광역시 북구 복현동
840,840, 동천로 155,칠곡 네스빌,4,19,512,1547,민영,자치,2004,326-9193,35.9454523,128.5603186,대구광역시 북구 동천동
841,841, 동천로 156,동화 골든빌,13,15,1140,2957,민영,위탁,2002,326-3341,35.945262299999996,128.5625883,대구광역시 북구 동천동
842,842, 동천로24길 12,부영 그린타운,9,19,1194,3011,민영,위탁,2003,323-8609,35.9407179,128.56164840000002,대구광역시 북구 동천동
843,843, 매전로 17,매천 화성파크드림,7,25,500,898,민영,사업 주체,2010,　,35.909623700000004,128.5434051,대구광역시 북구 동천동
844,844, 매전로73,태전휴먼시아1단지,14,25,1937,5500,LH,사업 주체,2008,311-1571,35.911676799999995,128.54540120000001,대구광역시 북구 동천동
845,845, 매천로220,태전우방타운 ,5,15,499,1999,민영,자치,1992,311-9772,35.9168485,128.54302009999998,대구광역시 북구 동천동
846,846, 매천로2길19,두산청구타운2001,14,20,1108,4432,민영,자치,1999,312-4158,35.898387400000004,128.54332490000002,대구광역시 북구 동천동
847,847, 매천로2길 19-4,태운  넥스빌,3,5,19,45,민영,임의,2002,　,35.8975047,128.5447689,대구광역시 북구 매천동
848,848, 매전로4길 9,매천휴먼시아2단지,12,24,928,3094,LH,위탁,2008,327-1980,35.9073591,128.5449018,대구광역시 북구 팔달동
849,849, 매천로8길 35,삼우그린타운,1,15,220,789,민영,위탁,1996,311-0470,35.90015379999999,128.54633470000002,대구광역시 북구 팔달동
